0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	1
0	1
1	1
0	1
1	1
0	1
1	1
0	1
1	1
0	1
1	1
0	2
2	2
0	2
2	2
0	2
2	2
0	2
2	2
0	2
2	2
0	2
0	2
2	2
3	3
3	3
0	4
4	4
0	4
4	4
0	4
4	4
0	4
4	4
0	4
0	4
4	4
0	4
0	4
5	5
6	5
5	5
6	5
5	5
5	5
5	5
6	5
6	5
7	6
8	6
7	6
8	6
8	6
8	6
8	7
8	7
8	7
8	9
9	9
8	9
9	9
5	10
10	10
5	10
10	10
5	10
10	10
5	10
10	10
5	10
5	10
10	10
12	11
12	11
11	11
11	11
12	11
11	11
12	12
12	12
12	12
12	12
0	13
13	13
0	13
13	13
0	13
13	13
0	13
13	13
13	13
13	14
14	14
13	14
14	14
13	14
14	14
7	15
3	15
3	15
5	15
7	15
5	15
7	15
7	15
3	15
7	15
3	15
5	15
7	15
3	15
3	15
7	15
8	16
8	16
15	17
16	17
17	17
